director_id,director_name
1289,J. Mackye Gruber
1290,Preston A. Whitmore II
1291,Kirk Wong
1292,Bronwen Hughes
1293,John Lafia
1294,Sam Miller
1295,Alex Garland
1296,Mark Brown
1297,Michael Polish
1298,Daisy von Scherler Mayer
1299,Lenny Abrahamson
1300,Bob Saget
1301,John Waters
1302,Craig Bolotin
1303,Mark Christopher
1304,Blair Hayes
1305,Jez Butterworth
1306,Isabel Coixet
1307,Christopher Doyle
1308,Gurinder Chadha
1309,Gérard Depardieu
1310,Sylvain Chomet
1311,Bruno Podalydès
1312,Nobuhiro Suwa
1313,Oliver Schmitz
1314,Daniela Thomas
1315,Patrice Leconte
1316,Paul Mazursky
1317,Stephen Chbosky
1318,Jon Hess
1319,Joe Cornish
1320,John H. Lee
1321,John Stainton
1322,Benedek Fliegauf
1323,Paul Schrader
1324,Stewart Hendler
1325,John Cromwell
1326,W.S. Van Dyke
1327,Mark Herman
1328,Abel Ferrara
1329,Ethan Maniquis
1330,George Hickenlooper
1331,Kang Je-gyu
1332,William Dear
1333,Stéphane Aubier
1334,Vincent Patar
1335,Benjamin Renner
1336,John Badham
1337,Mike McCoy
1338,Mike Judge
1339,Tamra Davis
1340,Nima Nourizadeh
1341,Franklin J. Schaffner
1342,John Erick Dowdle
1343,David Moreau
1344,Xavier Palud
1345,Christopher Erskin
1346,Brian Henson
1347,Dan Cutforth
1348,Jane Lipsitz
1349,Josh Boone
1350,Jake Schreier
1351,Cheryl Dunye
1352,Ernest R. Dickerson
1353,Lionel C. Martin
1354,Wallace Wolodarsky
1355,Nicholas Jarecki
1356,Dean Israelite
1357,Darnell Martin
1358,Scott Alexander
1359,Larry Karaszewski
1360,Stuart Gordon
1361,Christopher Guest
1362,Jane Campion
1363,Fred Schepisi
1364,Antonia Bird
1365,Jon Poll
1366,Paolo Sorrentino
1367,Peter Care
1368,Park Chan-wook
1369,Ira Sachs
1370,Carroll Ballard
1371,Takeshi Kitano
1372,Marco Kreuzpaintner
1373,Lajos Koltai
1374,Alan Rudolph
1375,Lu Chuan
1376,Lijun Sun
1377,Takashi Yamazaki
1378,Christopher Smith
1379,Timothy Hines
1380,David Winters
1381,Akira Kurosawa
1382,Jamie Thraves
1383,Mabel Cheung
1384,Dan Mazer
1385,R.J. Cutler
1386,David S. Ward
1387,Barnaby Thompson
1388,Rob Pritts
1389,John Crowley
1390,Brendan Malloy
1391,Emmett Malloy
1392,Dustin Hoffman
1393,Gregory Poirier
1394,Simon Curtis
1395,Dewey Nicks
1396,Philip Saville
1397,Tim Blake Nelson
1398,William A. Graham
1399,Martin Ritt
1400,John Turturro
1401,Agnieszka Holland
1402,David Hackl
1403,Giuliano Montaldo
1404,Lisa Azuelos
1405,Ray Lawrence
1406,Karan Johar
1407,Ruairi Robinson
1408,Jaume Balagueró
1409,Jon Kasdan
1410,Léa Pool
1411,Floyd Mutrux
1412,Sajid Khan
1413,Dean Wright
1414,Eric Lartigau
1415,Shintaro Shimosawa
1416,Darren Lynn Bousman
1417,James DeMonaco
1418,Bernhard Wicki
1419,Ken Annakin
1420,Andrew Marton
1421,Carol Reed
1422,Chuck Sheetz
1423,George Ogilvie
1424,Marcus Raboy
1425,Leigh Whannell
1426,Michael Schultz
1427,Peter Sollett
1428,Bob Dolman
1429,Greg Coolidge
1430,David Lowery
1431,Ciaran Foy
1432,Salim Akil
1433,Olatunde Osunsanmi
1434,Leon Ichaso
1435,Joseph Zito
1436,Patricia Rozema
1437,Rob Schmidt
1438,Ben Garant
1439,Morgan Spurlock
1440,Neal Brennan
1441,Tuck Tucker
1442,Theodore Witcher
1443,Joel Edgerton
1444,Jim Hanon
1445,Michael Patrick Jann
1446,Jorma Taccone
1447,Rusty Cundieff
1448,James Duffy
1449,Patrik Forsberg
1450,Jonathan van Tulleken
1451,Will Graham
1452,Jeff Lowell
1453,Lorene Scafaria
1454,Marcus Dunstan
1455,Timothy Bjorklund
1456,François Girard
1457,Scott Kalvert
1458,Jason Bateman
1459,David Schwimmer
1460,Allan Arkush
1461,Eric Bross
1462,Dan Fogelman
1463,Jay Duplass
1464,Mark Duplass
1465,Luca Guadagnino
1466,John Putch
1467,Peter Medak
1468,Terence Davies
1469,Harley Cokeliss
1470,Tom Brady
1471,Jason Zada
1472,Noah Baumbach
1473,Eric Blakeney
1474,Rakesh Roshan
1475,Derrick Borte
1476,Richard Kwietniowski
1477,Bob Odenkirk
1478,Joshua Seftel
1479,Vincent Gallo
1480,Claude Chabrol
1481,Jon Stewart
1482,Bigas Luna
1483,Ralph Fiennes
1484,Dan Harris
1485,Mel Smith
1486,Bobcat Goldthwait
1487,Jake Scott
1488,Alan Metter
1489,Rafa Lara
1490,Alan Smithee
1491,Arthur Hiller
1492,Michael Meredith
1493,Julio DePietro
1494,Katherine Dieckmann
1495,Kim Farrant
1496,Scott Marshall Smith
1497,Álex de la Iglesia
1498,Andrew Traucki
1499,Michael Clancy
1500,Robert Adetuyi
1501,Kari Skogland
1502,Taedong Park
1503,Mauricio De la Orta
1504,Benedikt Erlingsson
1505,Jason Connery
1506,Vic Sarin
1507,Jim Issa
1508,William Phillips
1509,Andy García
1510,Sarik Andreasyan
1511,Julian Gilbey
1512,Gary Sherman
1513,Valeri Milev
1514,Stanley Kramer
1515,Pedro Almodóvar
1516,Gerald Potterton
1517,Anurag Basu
1518,Kriv Stenders
1519,Yash Chopra
1520,Floria Sigismondi
1521,Ferzan Ozpetek
1522,Kris Isacsson
1523,Ben Younger
1524,Daniel Taplitz
1525,Tamara Jenkins
1526,Linda Mendoza
1527,Hart Bochner
1528,Stewart Raffill
1529,Na Hong-jin
1530,Chatrichalerm Yukol
1531,Dario Argento
1532,Eric Lavaine
1533,Marc Forby
1534,Ole Christian Madsen
1535,Meiert Avis
1536,André Téchiné
1537,Emily Young
1538,Peter Faiman
1539,Martyn Pick
1540,Roland Suso Richter
1541,Jeremy Sims
1542,Maïwenn
1543,Joby Harold
1544,Ekachai Uekrongtham
1545,Mark Rydell
1546,David E. Talbert
1547,Roger Vadim
1548,Nils Gaup
1549,Ari Sandel
1550,Vondie Curtis-Hall
1551,Tom Elkins
1552,Kang Woo-Suk
1553,John Sayles
1554,Vipul Amrutlal Shah
1555,Ken Loach
1556,Ayan Mukherjee
1557,Mervyn LeRoy
1558,Serdar Akar
1559,Sadullah Şentürk
1560,James Frawley
1561,Dan Gilroy
1562,Jonathan Dayton
1563,Valerie Faris
1564,Chris Stokes
1565,Don Siegel
1566,Martin Lawrence
1567,Masayuki Ochiai
1568,Tom Gormican
1569,Ken Shapiro
1570,Justin Tipping
1571,Peter R. Hunt
1572,Doug Atchison
1573,Jonas Elmer
1574,Mary Harron
1575,Erik Canuel
1576,Troy Duffy
1577,Nicole Holofcener
1578,Matty Rich
1579,Fina Torres
1580,Duke Johnson
1581,François Ozon
1582,Ryan Fleck
1583,Anna Boden
1584,Steve James
1585,Michael Winner
1586,Tomm Moore
1587,Nora Twomey
1588,John Carney
1589,David Jacobson
1590,Michael Corrente
1591,Edward Hall
1592,Keith Gordon
1593,Andrew Currie
1594,Luke Wilson
1595,Andrew Wilson
1596,Marc Schölermann
1597,Coky Giedroyc
1598,Robert Moresco
1599,Thomas Vinterberg
1600,Claudia Llosa
1601,Charles Binamé
1602,Keith Parmer
1603,Ol Parker
1604,James Nunn
1605,David Webb Peoples
1606,Michael Winnick
1607,Stanley Tong
1608,David Oelhoffen
1609,Tony Richardson
1610,Charles Robert Carner
1611,Russell Holt
1612,Claude Miller
1613,Sacha Bennett
1614,Rodrigo García
1615,Jeta Amata
1616,Siddharth Anand
1617,Vincent Paronnaud
1618,Marjane Satrapi
1619,Dennis Gansel
1620,Daniel Barber
1621,Robert Marcarelli
1622,Ernie Barbarash
1623,Guy Hamilton
1624,Adam Brooks
1625,Michael Anderson
1626,James D. Stern
1627,Don Kempf
1628,Matt Bettinelli-Olpin
1629,Tyler Gillett
1630,Sharron Miller
1631,Aaron Schneider
1632,Tom Ford
1633,Tony Maylam
1634,Mitch Davis
1635,Kevin Brodie
1636,Lynne Ramsay
1637,John Stephenson
1638,Tim Chambers
1639,Dick Richards
1640,Bob Gosse
1641,Alex Zamm
1642,Spencer Susser
1643,Thaddeus O'Sullivan
1644,Shari Springer Berman
1645,Robert Pulcini
1646,Aleksey German
1647,Stephen Milburn Anderson
1648,Richard E. Grant
1649,David Lam
1650,Vladlen Barbe
1651,Maksim Sveshnikov
1652,Richard Rich
1653,Robert C. Cooper
1654,Kim Nguyen
1655,Jackie Earle Haley
1656,Max Färberböck
1657,Arie Posin
1658,Damian Nieman
1659,Mark Tonderai
1660,Ian Fitzgibbon
1661,Rachel Perkins
1662,Luis Valdez
1663,Alan Alda
1664,Louis Morneau
1665,Caroline Link
1666,Sterling Van Wagenen
1667,Zal Batmanglij
1668,Hans Petter Moland
1669,Oren Moverman
1670,Ian Sharp
1671,Wolfgang Becker
1672,Dan O'Bannon
1673,George Roy Hill
1674,Robert Stevenson
1675,Jerome Robbins
1676,Gary Hardwick
1677,King Vidor
1678,Fred Savage
1679,Sammo Hung
1680,Dominique Othenin-Girard
1681,Jean-Jacques Mantello
1682,Risa Bramon Garcia
1683,Brian Klugman
1684,Lee Sternthal
1685,Matt Piedmont
1686,Raymond De Felitta
1687,John Michael McDonagh
1688,Deb Hagan
1689,Zach Cregger
1690,Trevor Moore
1691,Zach Braff
1692,Mark Tarlov
1693,John Cameron Mitchell
1694,Jon Knautz
1695,David Atkins
1696,Patrick Stettner
1697,Sam Peckinpah
1698,Michael Crichton
1699,Sylvio Tabet
1700,Rick Bieber
1701,Joey Lauren Adams
1702,Fred Zinnemann
1703,S.R. Bindler
1704,Greg Marcks
1705,Perry Lang
1706,Jake Goldberger
1707,William Kaufman
1708,Jim O'Hanlon
1709,Cédric Klapisch
1710,Kate Barker-Froyland
1711,Martin Koolhoven
1712,Charles Matthau
1713,Christopher Bessette
1714,Prachya Pinkaew
1715,Gary Sinyor
1716,Ashish R. Mohan
1717,Paco Plaza
1718,Darren Grant
1719,Joseph Gordon-Levitt
1720,William Sachs
1721,Christophe Barratier
1722,Émile Gaudreault
1723,James Cox
1724,James Toback
1725,Aki Kaurismäki
1726,Hitoshi Matsumoto
1727,Rakeysh Omprakash Mehra
1728,Collin Schiffli
1729,George Ratliff
1730,Shane Meadows
1731,Jon Wright
1732,Michael McGowan
1733,Liv Ullmann
1734,Rohan Sippy
1735,Dan Trachtenberg
1736,David F. Sandberg
1737,Stiles White
1738,Eugenio Derbez
1739,Henry Koster
1740,Patty Jenkins
1741,Christopher B. Landon
1742,David Gelb
1743,Mike Flanagan
1744,Nat Faxon
1745,Jim Rash
1746,Doug McHenry
1747,George Jackson
1748,George T. Miller
1749,Maurice Joyce
1750,Robert Duvall
1751,Frank Perry
1752,Jesse Peretz
1753,Ice Cube
1754,Richard Glatzer
1755,Wash Westmoreland
1756,Michael Curtiz
1757,Bruce Malmuth
1758,Rob Hedden
1759,Harmony Korine
1760,Joe Chappelle
1761,Mickey Liddell
1762,Fred Walton
1763,Steve Carver
1764,Gonzalo López-Gallego
1765,Christine Jeffs
1766,Don Coscarelli
1767,Michael Tiddes
1768,Bill Duke
1769,Frank Borzage
1770,Mamoru Hosoda
1771,Shigeyasu Yamauchi
1772,Brian Dannelly
1773,Denys Arcand
1774,J.S. Cardone
1775,Jay Levey
1776,Nicholaus Goossen
1777,Scott Marshall
1778,Ronan Chapalain
1779,Pascal Vuong
1780,Xavier Beauvois
1781,Randall Miller
1782,Jerry Belson
1783,Dan Rush
1784,Michael Cuesta
1785,Fenton Bailey
1786,Randy Barbato
1787,Jeremy Saulnier
1788,Billy Kent
1789,James Manera
1790,Feroz Abbas Khan
1791,Errol Morris
1792,Dennis Hopper
1793,Robert Sarkies
1794,Eli Craig
1795,Nicholas Fackler
1796,Richard Wallace
1797,Morgan J. Freeman
1798,Matthew Hastings
1799,Klaus Menzel
1800,Oren Peli
1801,Paul Andrew Williams
1802,William H. Macy
1803,Barrett Esposito
1804,Vicky Jewson
1805,Marcia Bennett
1806,Stanton Barrett
1807,Jiří Menzel
1808,Fatih Akin
1809,Nick Murphy 
1810,Frank LaLoggia
1811,Jeremy Brock
1812,Scott Foley
1813,Christophe Ali
1814,Nicolas Bonilauri
1815,Gabriela Tagliavini
1816,Shona Auerbach
1817,Leonard Farlinger
1818,Michel Leclerc
1819,Analeine Cal y Mayor
1820,Tom Kalin
1821,John Huston
1822,Walter Lang
1823,Carlos Saura
1824,Jon Erwin
1825,Andrew Erwin
1826,Beto Gómez
1827,Mike van Diem
1828,Jonas Åkerlund
1829,Todd Solondz
1830,René Féret
1831,Barry Skolnick
1832,Johnnie To
1833,Mateo Gil
1834,Lukas Moodysson
1835,Agnieszka Wojtowicz-Vosloo
1836,Kabir Sadanand
1837,Peter DeLuise
1838,Raja Menon
1839,Kevin Sullivan
1840,Nick Love
1841,Ivan Engler
1842,Ralph Etter
1843,Cecil B. DeMille
1844,Henry Hobson
1845,Mike Figgis
1846,Duane Journey
1847,Billy Wilder
1848,Lisa Cholodenko
1849,John Sturges
1850,William Arntz
1851,Betsy Chasse
1852,Ed Gass-Donnelly
1853,DJ Pooh
1854,James Melkonian
1855,Roger Avary
1856,Allison Anders
1857,Alexandre Rockwell
1858,Rick de Oliveira
1859,Jeff Franklin
1860,Mike Mills
1861,Dave McKean
1862,Ron Fricke
1863,Ruggero Deodato
1864,Gavin Wiesen
1865,Mora Stephens
1866,Mars Callahan
1867,Leos Carax
1868,Stefan Schwartz
1869,Robert Lee King
1870,Jorge Ramírez Suárez
1871,Dan Ireland
1872,Fernando León de Aranoa
1873,Jim Mickle
1874,Karim Aïnouz
1875,Sam Levinson
1876,Aleksandr Veledinskiy
1877,Peter H. Hunt
1878,Ruba Nadda
1879,James Whale
1880,Howard Hughes
1881,Edmund Goulding
1882,Edward Burns
1883,Sean Byrne
1884,Mark Griffiths
1885,Bruce MacDonald
1886,Victor Fleming
1887,Richard Raymond
1888,George Sidney
1889,Chris Morris
1890,Andrucha Waddington
1891,Peter Stebbings
1892,Vincente Minnelli
1893,Dagur Kári
1894,Jim Abrahams
1895,Kevin Carraway
1896,Michael Gornick
1897,Richard Brooks
1898,Robert Eggers
1899,Michael Martin
1900,Gideon Raff
1901,Louis C.K.
1902,Anthony C. Ferrante
1903,Salvador Carrasco
1904,André Øvredal
1905,Robert Cary
1906,Adam Rapp
1907,Warren P. Sonoda
1908,Amanda Gusack
1909,Avi Nesher
1910,Charles Adelman
1911,Jay Oliva
1912,Charles Ferguson
1913,Mark Young
1914,"Daniel Petrie, Jr."
1915,Antonio Simoncini
1916,Luc Jacquet
1917,Jérôme Maison
1918,Eldar Rapaport
1919,Clark Gregg
1920,Damien Chazelle
1921,Kátia Lund
1922,Justin Kerrigan
1923,Nathan Frankowski
1924,Karen Moncrieff
1925,Jonathan Silverman
1926,Jennifer Finnigan
1927,Eric Styles
1928,Laurent Cantet
1929,John Ford
1930,Max Mayer
1931,Joshua Marston
1932,John Gulager
1933,Brandon Cronenberg
1934,Frank Capra
1935,Tod Williams
1936,Ted Post
1937,Michael Haigney
1938,Kunihiko Yuyama
1939,Tom McLoughlin
1940,Adam Marcus
1941,John Maclean
1942,Benny Boom
1943,Howard Hawks
1944,Arthur Rosson
1945,Nnegest Likké
1946,Christopher Leitch
1947,Patricia Cardoso
1948,Damien O'Donnell
1949,Peter M. Cohen
1950,Mel Stuart
1951,Anthony Hickox
1952,Tom Schulman
1953,Jill Sprecher
1954,Darren Stein
1955,David Nixon
1956,Patrick Doughtie
1957,Enrique Begné
1958,Matthew Bright
1959,Michael Landon Jr.
1960,Andrea Arnold
1961,Whit Stillman
1962,Leslye Headland
1963,Bobby Roth
1964,Tim Heidecker
1965,Eric Wareheim
1966,Michael Worth
1967,Kate Connor
1968,Deon Taylor
1969,Jason Alexander
1970,Conor McPherson
1971,Will Canon
1972,Philip Zlotorynski
1973,Lance Kawas
1974,Francesca Gregorini
1975,Tatiana von Furstenberg
1976,Márcio Garcia
1977,Craig Moss
1978,Michael Jai White
1979,Paolo Monico
1980,Youssef Delara
1981,Victor Teran
1982,Darin Scott
1983,Christian Sesma
1984,Monte Hellman
1985,Brian Caunter
1986,Chris D'Arienzo
1987,Isaac Florentine
1988,Heidi Ewing
1989,Rachel Grady
1990,Alex Gibney
1991,Eugene Jarecki
1992,Leon Ford
1993,Hank Braxtan
1994,John Carl Buechler
1995,Rajkumar Hirani
1996,Victor Nunez
1997,Rohit Jugraj
1998,Kresten Vestbjerg Andersen
1999,Thorbjørn Christoffersen
2000,Alex van Warmerdam
2001,Paweł Pawlikowski
2002,Frank Sebastiano
2003,Stacy Peralta
2004,Nacho Vigalondo
2005,Ning Hao
2006,Tony Giglio
2007,Stanley Donen
2008,Gene Kelly
2009,Joe Cross
2010,Kurt Engfehr
2011,John Sullivan
2012,Dinesh D'Souza
2013,Tommy Lee Wallace
2014,Don Taylor
2015,Leslie Small
2016,Éric Tessier
2017,Alison Maclean
2018,Alice Wu
2019,Sarah Gavron
2020,James Ponsoldt
2021,Joshua Tickell
2022,Tim Boxell
2023,Michael D. Sellers
2024,Reed Cowan
2025,Steven Greenstreet
2026,James Dodson
2027,Alex Rivera
2028,John Murlowski
2029,Benni Diez
2030,Danny Perez
2031,Robby Henson
2032,Zackary Adler
2033,Dominic Burns
2034,Carmen Marron
2035,Jason Stone
2036,Jerry Rees
2037,David Hand
2038,Samuel Armstrong
2039,William Roberts
2040,Paul Satterfield
2041,Jim Handley
2042,Ford Beebe
2043,T. Hee
2044,Wilfred Jackson
2045,Norman Ferguson
2046,Jaco Booyens
2047,Danny Steinmann
2048,Jon Gunn
2049,Hayley Cloake
2050,Tay Garnett
2051,Shyam Madiraju
2052,Harmage Singh Kalirai
2053,Rita Merson
2054,William Wyler
2055,Larry Clark
2056,Petter Næss
2057,Robert Fontaine
2058,Neil Mcenery-West
2059,Anthony O'Brien
2060,Lloyd Kaufman
2061,Michael Herz
2062,David Robert Mitchell
2063,Robert Mulligan
2064,Liu Chia-Liang
2065,Chris Kentis
2066,Laura Lau
2067,Alex Kendrick
2068,Robert Rossen
2069,Jack Conway
2070,Chris Eyre
2071,Elia Kazan
2072,Debra Granik
2073,Henry King
2074,Miranda July
2075,Max Joseph
2076,Jim Jarmusch
2077,Kevin Tenney
2078,Ari Folman
2079,Marielle Heller
2080,David Sington
2081,Kelly Reichardt
2082,Bob Giraldi
2083,Huck Botko
2084,Andrew Gurland
2085,David Duchovny
2086,Mitchell Lichtenstein
2087,Lance Mungia
2088,Hue Rhodes
2089,Danny Provenzano
2090,Bill Muir
2091,Noah Buschel
2092,Brian Yuzna
2093,Hunter Richards
2094,Laurie Collyer
2095,Aaron Hann
2096,Mario Miscione
2097,Phil Claydon
2098,Ralph Ziman
2099,John Simpson
2100,Colin Minihan
2101,Stuart Ortiz
2102,Conor McMahon
2103,Chris Shadley
2104,Simon Napier-Bell
2105,Simon Yin
2106,Jeff Crook
2107,Josh Crook
2108,Orson Welles
2109,Dave Payne
2110,Brad Copeland
2111,Paul Bunnell
2112,Phil Morrison
2113,Harald Reinl
2114,Tanner Beard
2115,Scott Dow
2116,Derick Martini
2117,Jerry Dugan
2118,Tim Hunter
2119,Richard Ayoade
2120,Jehane Noujaim
2121,Jean-Marc Barr
2122,Pascal Arnold
2123,Remo D'Souza
2124,John Laing
2125,Jamal Hill
2126,Daniel Stamm
2127,Carlos Carrera
2128,Benh Zeitlin
2129,J. Lee Thompson
2130,Maggie Greenwald
2131,Vera Farmiga
2132,Vijay Chandar
2133,Jonathan Wacks
2134,Khyentse Norbu
2135,Tony Krantz
2136,Mitchell Altieri
2137,W.D. Hogan
2138,Corey Grant
2139,Lucky McKee
2140,Richard Boddington
2141,Steven R. Monroe
2142,Mark Illsley
2143,Ritesh Batra
2144,Sally Potter
2145,Brad J. Silverman
2146,Dave Meyers
2147,David M. Matthews
2148,Nadine Labaki
2149,Lluís Quílez
2150,Eytan Fox
2151,Romesh Sharma
2152,François Truffaut
2153,Adam Goldberg
2154,Travis Zariwny
2155,Adrienne Shelly
2156,Newt Arnold
2157,Alex Cox
2158,Fabián Bielinsky
2159,Dror Moreh
2160,Rebecca Miller
2161,Maggie Carey
2162,Henry Bean
2163,Simeon Rice
2164,Jeff Garlin
2165,Qasim Basir
2166,Adam Green
2167,Charlie Chaplin
2168,Pete Jones
2169,Bruce Campbell
2170,Adam Carolla
2171,Kevin Hench
2172,Bruce McDonald
2173,James Mottern
2174,Gerard Johnstone
2175,Robert Greenwald
2176,David Ray
2177,David Rodriguez
2178,Nae Caranfil
2179,David Winning
2180,Frank Lotito
2181,Timothy Woodward Jr.
2182,Tara Subkoff
2183,Russell Friedenberg
2184,Lucrecia Martel
2185,Edward Dmytryk
2186,Zak Penn
2187,Alex Ranarivelo
2188,Trevor Matthews
2189,Mathieu Amalric
2190,David Worth
2191,Robert M. Young
2192,Steve Buscemi
2193,Ham Tran
2194,Rich Cowan
2195,Boris Rodriguez
2196,Sadyk Sher-Niyaz
2197,Paul Donovan
2198,Digby Cook
2199,Jonathan Kesselman
2200,Arjun Sablok
2201,Tyler Oliver
2202,Douglas Cheek
2203,Michael D. Olmos
2204,Deryck Broom
2205,Henry Hathaway
2206,Giovanni Zelko
2207,Claudia Sainte-Luce
2208,Jamie Babbit
2209,David Boyd
2210,Anna Muylaert
2211,Steve Taylor
2212,James David Pasternak
2213,Laurent Bouhnik
2214,Tom Sanchez
2215,David Caffrey
2216,Adam Jay Epstein
2217,Andrew Jacobson
2218,Justin Thomas Ostensen
2219,Ossie Davis
2220,Jay Alaimo
2221,Dylan Bank
2222,Rob McKittrick
2223,Jeff Burr
2224,Guy Maddin
2225,Regardt van den Bergh
2226,Panos Cosmatos
2227,Gareth Evans
2228,Matthew R. Anderson
2229,Edward Conna
2230,Joe Marino
2231,Joel Anderson
2232,Shimit Amin
2233,Douglas Trumbull
2234,Mona Lerche
2235,Levan Gabriadze
2236,Bradley Parker
2237,Clive Barker
2238,Harold Cronk
2239,Takao Okawara
2240,Duncan Tucker
2241,Russ Meyer
2242,Robert D. Webb
2243,Allan Dwan
2244,Andrew Steggall
2245,Ben Lewin
2246,Robert Kenner
2247,Jon Erwin 
2248,Craig Johnson
2249,Sean Durkin
2250,Gillian Robespierre
2251,Courtney Hunt
2252,Morgan Neville
2253,Chris Paine
2254,Greg Berlanti
2255,Marc Levin
2256,Richard Dutcher
2257,Khalid Mohammed
2258,Gia Coppola
2259,Scandar Copti
2260,Yaron Shani
2261,Goran Dukic
2262,Mike Cahill
2263,Kyle Rankin
2264,Efram Potelle
2265,Joshua Oppenheimer
2266,Christine Cynn
2267,Anonymous
2268,Paul Crowder
2269,John Dower
2270,Rohit Jagessar
2271,Anthony Powell
2272,Kief Davidson
2273,Daniel Junge
2274,Johnny Remo
2275,Vivek Agnihotri
2276,Ti West
2277,Nick Tomnay
2278,Nickolas Perry
2279,Dan Zukovic
2280,Becky Smith
2281,Eric Nicholas
2282,Benjamin Dickinson
2283,Hal Haberman
2284,Jeremy Passmore
2285,Frank Whaley
2286,Amat Escalante
2287,Katherine Brooks
2288,David Cross
2289,Randall Rubin
2290,Jon Schroder
2291,Robert Bennett
2292,Mary Pat Kelly
2293,Lori Petty
2294,Charlie Levi
2295,Kevin Hamedani
2296,David DeCoteau
2297,Mikel Rueda
2298,Stefan C. Schaefer
2299,Michael Taliferro
2300,Katie Aselton
2301,Robert Heath
2302,D. Stevens
2303,Jeffrey St. Jules
2304,Robert Hall
2305,Kevin King
2306,Jonathan Meyers
2307,Ralph Nelson
2308,Blair Erickson
2309,Allison Burnett
2310,Richard Schenkman
2311,Sanjay Rawal
2312,Kat Coiro
2313,Cristian Mungiu
2314,Joseph Graham
2315,Brian Dorton
2316,Lee Matthews
2317,Manuel Marín
2318,Maryam Keshavarz
2319,Ramaa Mosley
2320,Graham Heid
2321,Norman Wright
2322,C. Jay Cox
2323,Mariette Monpierre
2324,Tommy Oliver
2325,Jamie Travis
2326,Rich Christiano
2327,Natalie Bible'
2328,Asghar Farhadi
2329,Justin Molotnikov
2330,G.W. Pabst
2331,Jorge Gaggero
2332,Michael Burke
2333,Catherine Jelski
2334,Shane Dawson
2335,Ryan Little
2336,Clark Baker
2337,Dave Willis
2338,Matt Maiellaro
2339,Ben Wheatley
2340,Olly Blackburn
2341,Christopher Hutson
2342,David LaChapelle
2343,Caryn Waechter
2344,Emily Dell
2345,Valerie Red-Horse
2346,Jennifer Wynne Farmer
2347,Christopher Scott Cherot
2348,H.M. Coakley
2349,Randy Moore
2350,Chris Atkins
2351,Bill Benenson
2352,Ryan Smith
2353,Travis Romero
2354,Anna Mastro
2355,Mark Sandrich
2356,Daniel Myrick
2357,Eduardo Sánchez
2358,Michael Wadleigh
2359,Gene Teigland
2360,Scott Ziehl
2361,Richard Montoya
2362,Johanna Schwartz
2363,Thomas Lilti
2364,Michael Walker
2365,U. Roberto Romano
2366,Amy Holden Jones
2367,Blaž Završnik
2368,Pan Nalin
2369,Joe Camp
2370,Matt Walsh
2371,John 'Bud' Cardos
2372,Marilyn Agrelo
2373,Brian Baugh
2374,Patrick Creadon
2375,Barry W. Blaustein
2376,Kurt Hale
2377,Siddiq Barmak
2378,Joseph Dorman
2379,Greg Harrison
2380,Jacob Aaron Estes
2381,Eric Schaeffer
2382,Neema Barnette
2383,Joe Swanberg
2384,Molly Bernstein
2385,Marius Markevicius
2386,Tom DiCillo
2387,Quentin Dupieux
2388,Alex Smith
2389,Andrew J. Smith
2390,Gareth Edwards
2391,Jonathan Parker
2392,Sol Tryon
2393,Alex Craig Mann
2394,Stephen Kijak
2395,William Gazecki
2396,Michael Hoffman Jr.
2397,Aaron T. Wells
2398,Georgia Hilton
2399,Jack Heller
2400,Fernando Baez Mella
2401,Warren Sheppard
2402,Justin Paul Miller
2403,Joel Paul Reisig
2404,Catherine Gund
2405,Hans Canosa
2406,Matthew Watts
2407,Lloyd Bacon
2408,Kay Pollak
2409,Eric England
2410,Terry Jones
2411,Sue Corcoran
2412,Jonathan Caouette
2413,Matt Jackson
2414,Lucio Fulci
2415,Paul Fox
2416,Cassandra Nicolaou
2417,Ingmar Bergman
2418,D.W. Griffith
2419,Roger Nygard
2420,Harry Beaumont
2421,Franck Khalfoun
2422,Mor Loushy
2423,Henry Alex Rubin
2424,Dana Adam Shapiro
2425,Sam Firstenberg
2426,Doug Block
2427,Chad Kapper
2428,Paul Fierlinger
2429,Sandra Fierlinger
2430,Yorgos Lanthimos
2431,Lauren Lazin
2432,Gregory Widen
2433,Niall Johnson
2434,Eric Mendelsohn
2435,Jean-Luc Godard
2436,Kim Longinotto
2437,Florence Ayisi
2438,Michael Roemer
2439,Eddie O'Flaherty
2440,Babar Ahmed
2441,John D. Hancock
2442,Paul Bartel
2443,Jason Marsden
2444,Bruce Dellis
2445,Pece Dingo
2446,Jerome Elston Scott
2447,Étienne Faure
2448,Herb Freed
2449,Jack Perez
2450,Craig Zobel
2451,Maria Maggenti
2452,Piyush Dinker Pandya
2453,Emma-Kate Croghan
2454,Bill Plympton
2455,Drake Doremus
2456,Kurt Voss
2457,Michael Kang
2458,Lori Silverbush
2459,Michael Skolnik
2460,Stuart Hazeldine
2461,Hilary Brougher
2462,Rachel Goldenberg
2463,Corbin Bernsen
2464,Jamin Winans
2465,Tom Seidman 
2466,Matt Cimber
2467,Andrew Hyatt
2468,Kristin Rizzo
2469,Zoran Lisinac
2470,James O'Brien
2471,Tom Putnam
2472,Brenna Sanchez
2473,Jon Matthews
2474,Al Silliman Jr.
2475,Eugène Lourié
2476,Lowell Sherman
2477,David Evans 
2478,Sherman Alexie
2479,Justin Dillon
2480,Stevan Mena
2481,Livingston Oden
2482,Taylor Scott Olson
